,pages,stars,reviews,series,mix,character,plot,funny,lighthearted,emotional,hopeful,inspiring,relaxing,tense,sad,reflective,adventurous,challenging,informative,mysterious,dark,Literature and Art,Fiction,Science,Crime,Psychology,Social,Children,Romans,Biography,Entertainment
4393,503,4.14,39661,1,0.5599999999999999,0.11,0.31,0.01,0.0,0.19,0.0,0.01,0.0,0.76,0.1,0.05,0.52,0.24,0.03,0.79,0.89,0,1,0,1,0,0,0,0,0,0
6193,320,3.71,2801,0,0.54,0.26,0.18,0.0699999999999999,0.40999999999999,0.31,0.32,0.13,0.1,0.13,0.08,0.09,0.83,0.05,0.0,0.51,0.1699999999999999,0,1,0,0,0,0,1,0,0,0
1359,208,3.66,10165,1,0.22,0.03,0.73,0.1399999999999999,0.16,0.04,0.01,0.0,0.0699999999999999,0.18,0.0,0.03,0.43,0.1,0.01,0.96,0.08,1,1,0,1,0,0,0,0,0,0
515,551,3.8,40447,1,0.6,0.26,0.11,0.06,0.0,0.37,0.02,0.0,0.0,0.74,0.15,0.02,0.1699999999999999,0.3,0.01,0.60999999999999,0.98999999999999,0,1,0,1,0,0,0,1,0,0
3928,298,4.04,5291,1,0.51,0.12,0.34999999999999,0.0,0.0,0.25,0.0,0.0,0.0,0.5499999999999999,0.26,0.12,0.12,0.21,0.03,0.89,0.58,0,1,0,1,0,0,0,0,0,0
2572,489,4.38,11566,1,0.64,0.0699999999999999,0.2799999999999999,0.58,0.16,0.24,0.1399999999999999,0.19,0.01,0.26,0.01,0.05,0.98999999999999,0.09,0.05,0.43,0.16,0,1,1,0,0,0,0,0,0,0
4279,230,3.34,1175,0,0.38,0.1,0.49,0.01,0.0,0.2,0.01,0.0,0.0,0.79,0.22,0.02,0.42,0.11,0.02,0.63,0.93,0,1,0,1,0,0,0,0,0,0
2325,180,3.97,8719,0,0.1399999999999999,0.79,0.05,0.05,0.09,0.8099999999999999,0.16,0.0699999999999999,0.05,0.06,0.6799999999999999,0.60999999999999,0.02,0.05,0.0,0.06,0.12,1,1,0,0,0,0,0,0,0,0
6572,405,3.93,15829,0,0.0,0.0,0.0,0.02,0.05,0.01,0.12,0.4599999999999999,0.03,0.0,0.0,0.4499999999999999,0.0,0.09,0.96,0.0,0.0,0,0,1,0,1,0,0,0,0,0
6402,393,3.72,1341,0,0.0,0.0,0.0,0.4,0.01,0.19,0.0,0.0,0.0,0.33,0.31,0.08,0.02,0.51,0.0,0.15,0.95,1,1,0,1,0,0,0,0,0,0
5564,110,3.63,1039,1,0.29,0.13,0.5499999999999999,0.06,0.01,0.0699999999999999,0.0,0.0,0.0,0.52,0.0699999999999999,0.04,0.2,0.12,0.0,0.69,0.96,0,1,0,0,0,0,0,0,0,0
6267,495,4.24,8099,1,0.66,0.0699999999999999,0.25,0.59,0.12,0.54,0.12,0.08,0.01,0.51,0.13,0.03,0.98,0.15,0.0,0.33,0.1699999999999999,0,1,0,0,0,0,1,0,0,0
1276,54,3.64,69872,0,0.21,0.65,0.1,0.12,0.01,0.32,0.0,0.02,0.0,0.21,0.53,0.6,0.03,0.22,0.01,0.25,0.6999999999999901,1,1,0,0,0,0,0,0,0,0
1157,326,3.8,1666,1,0.42,0.3,0.27,0.13,0.29,0.21,0.4,0.08,0.02,0.08,0.0,0.27,0.93999999999999,0.05,0.0,0.24,0.0,0,1,0,0,0,0,1,0,0,0
2415,524,4.46,21331,1,0.6799999999999999,0.0699999999999999,0.2299999999999999,0.15,0.0,0.66,0.3,0.2299999999999999,0.0,0.75,0.26,0.1,0.89,0.31,0.0,0.11,0.76,0,1,0,0,0,0,0,0,0,0
5671,112,3.5,1062,0,0.05,0.8099999999999999,0.03,0.0,0.01,0.84,0.03,0.04,0.03,0.12,0.67,0.70999999999999,0.03,0.38,0.0,0.08,0.21,1,1,0,0,0,0,0,0,0,0
2728,450,4.3,9621,1,0.32,0.62,0.05,0.70999999999999,0.53,0.8,0.3899999999999999,0.13,0.1,0.1,0.22,0.12,0.11,0.09,0.0,0.01,0.02,1,1,0,0,0,0,0,1,0,0
3422,276,3.7,17658,0,0.34999999999999,0.3899999999999999,0.2,0.11,0.0,0.08,0.0,0.01,0.0,0.42,0.1399999999999999,0.51,0.02,0.51,0.03,0.59,0.6999999999999901,1,1,0,0,0,0,0,0,0,0
747,516,4.34,40568,1,0.67,0.04,0.27,0.66,0.25,0.64,0.26,0.16,0.03,0.3399999999999999,0.15,0.05,0.98,0.18,0.03,0.1399999999999999,0.13,0,1,0,0,0,0,1,0,0,0
5041,96,2.99,1209,0,0.0,0.0,0.0,0.05,0.02,0.3,0.02,0.0,0.0,0.65,0.32,0.34999999999999,0.02,0.25,0.0,0.0699999999999999,0.4499999999999999,1,1,0,0,0,0,0,0,0,1
6185,304,3.88,16429,0,0.13,0.81999999999999,0.03,0.16,0.25,0.8099999999999999,0.44,0.19,0.06,0.09,0.25,0.54,0.01,0.08,0.03,0.0,0.03,1,1,0,0,0,1,1,0,0,0
4654,282,3.55,2858,1,0.27,0.05,0.67,0.0,0.0,0.11,0.0,0.0,0.0,0.6799999999999999,0.15,0.05,0.1699999999999999,0.12,0.0,0.81999999999999,0.93,0,1,0,0,0,0,0,0,0,0
3468,304,3.43,2477,0,0.1699999999999999,0.79,0.02,0.08,0.0,0.1699999999999999,0.0,0.0,0.0,0.65,0.1399999999999999,0.11,0.01,0.2,0.0,0.6999999999999901,0.88,0,1,0,1,0,0,0,0,0,0
1804,163,3.87,10798,0,0.0,0.0,0.0,0.93999999999999,0.3899999999999999,0.43,0.16,0.19,0.03,0.0,0.13,0.48,0.01,0.04,0.15,0.0,0.2299999999999999,0,0,1,0,0,0,0,0,1,0
4230,384,3.69,2565,1,0.49,0.04,0.4599999999999999,0.1699999999999999,0.08,0.4599999999999999,0.06,0.0699999999999999,0.0,0.4,0.09,0.04,0.97,0.09,0.0,0.4599999999999999,0.4,0,1,0,0,0,1,1,0,0,0
89,243,4.11,2452,0,0.38,0.5599999999999999,0.04,0.11,0.0,0.75,0.2,0.08,0.0,0.52,0.40999999999999,0.1,0.11,0.26,0.01,0.25,0.97,1,1,0,0,0,0,0,1,0,0
6366,368,4.12,1426,0,0.26,0.69,0.02,0.11,0.03,0.93999999999999,0.49,0.3,0.0,0.22,0.5599999999999999,0.37,0.13,0.27,0.1,0.0,0.2299999999999999,0,1,0,0,0,1,1,0,0,0
3029,385,3.86,2799,0,0.49,0.1399999999999999,0.34999999999999,0.0,0.0,0.40999999999999,0.02,0.0,0.0,0.5499999999999999,0.26,0.0699999999999999,0.08,0.09,0.0,0.93,0.70999999999999,0,1,0,1,0,0,0,0,0,0
2850,105,4.32,5322,0,0.40999999999999,0.33,0.21,0.0,0.0,0.51,0.0,0.01,0.0,0.5599999999999999,0.6799999999999999,0.40999999999999,0.02,0.52,0.31,0.08,0.77,1,1,1,0,0,0,0,0,0,0
4103,322,3.8,1293,1,0.32,0.1399999999999999,0.52,0.11,0.01,0.1399999999999999,0.01,0.06,0.0,0.52,0.1699999999999999,0.62,0.08,0.42,0.02,0.2799999999999999,0.43,1,1,0,0,0,0,0,0,0,0
5786,544,4.0,2414,1,0.0,0.0,0.0,0.15,0.04,0.77,0.5,0.31,0.02,0.11,0.15,0.52,0.93999999999999,0.25,0.0,0.08,0.21,0,1,0,0,0,0,1,0,0,0
4022,472,3.91,22198,1,0.64,0.11,0.2299999999999999,0.21,0.04,0.44,0.13,0.12,0.01,0.36,0.11,0.05,0.98,0.16,0.01,0.53,0.4,0,1,0,0,0,0,1,0,0,0
1040,336,3.97,241470,0,0.29,0.62,0.06,0.36,0.11,0.92,0.29,0.33,0.03,0.0699999999999999,0.86,0.33,0.0699999999999999,0.12,0.04,0.0,0.12,1,1,0,0,0,0,1,1,0,0
3942,176,4.07,1645,0,0.21,0.6999999999999901,0.06,0.3899999999999999,0.06,0.44,0.05,0.03,0.01,0.22,0.3399999999999999,0.6799999999999999,0.3899999999999999,0.1699999999999999,0.02,0.11,0.33,1,1,0,0,0,1,0,0,0,0
5892,236,3.92,8948,0,0.0,0.0,0.0,0.2299999999999999,0.25,0.19,0.09,0.29,0.26,0.0,0.08,0.77,0.19,0.04,0.3399999999999999,0.01,0.01,1,0,1,0,0,0,0,0,1,0
1747,362,4.18,3334,1,0.2,0.77,0.02,0.6799999999999999,0.6999999999999901,0.72,0.53,0.26,0.11,0.01,0.02,0.19,0.06,0.04,0.03,0.0,0.0,1,1,0,0,0,0,0,1,0,1
3336,222,3.79,1323,0,0.3399999999999999,0.54,0.08,0.2299999999999999,0.38,0.42,0.40999999999999,0.46999999999999,0.3,0.01,0.1,0.6,0.03,0.08,0.49,0.0,0.0,1,1,0,0,0,0,0,0,0,0
4012,360,3.94,7368,0,0.59,0.04,0.15,0.31,0.1399999999999999,0.18,0.05,0.0699999999999999,0.08,0.26,0.1,0.26,0.59,0.13,0.0,0.73,0.83,1,1,0,0,0,0,0,0,0,0
1154,416,3.9,1554,1,0.46999999999999,0.3399999999999999,0.16,0.1699999999999999,0.03,0.24,0.18,0.05,0.02,0.31,0.08,0.18,0.92,0.21,0.0,0.4499999999999999,0.36,0,1,0,0,0,0,0,0,0,0
5698,335,4.07,18679,1,0.62,0.1399999999999999,0.22,0.06,0.0,0.48,0.13,0.08,0.0,0.66,0.33,0.27,0.62,0.31,0.02,0.22,0.83,0,1,0,0,0,0,1,0,0,0
4251,212,4.23,8087,1,0.4599999999999999,0.1699999999999999,0.34999999999999,0.7799999999999999,0.86,0.01,0.11,0.11,0.13,0.0,0.0,0.0,0.91,0.0,0.0,0.06,0.0,0,1,0,0,0,0,1,0,0,0
5752,384,4.04,7578,0,0.53,0.4,0.05,0.0,0.0,0.8500000000000001,0.16,0.1399999999999999,0.0,0.59,0.72,0.3,0.08,0.38,0.15,0.05,0.5599999999999999,0,1,1,0,0,0,0,0,0,0
4130,191,3.66,10107,1,0.1699999999999999,0.04,0.76,0.11,0.16,0.03,0.0,0.0,0.0699999999999999,0.1699999999999999,0.03,0.04,0.2299999999999999,0.08,0.01,0.97,0.2,1,1,0,1,0,0,0,0,0,0
6615,105,4.15,2765,0,0.0,0.0,0.0,0.08,0.03,0.77,0.34999999999999,0.24,0.0699999999999999,0.01,0.2799999999999999,0.8699999999999999,0.03,0.15,0.01,0.04,0.12,1,0,1,0,0,0,0,0,0,0
6232,100,3.63,1392,1,0.2299999999999999,0.6799999999999999,0.06,0.22,0.29,0.5499999999999999,0.38,0.4499999999999999,0.0699999999999999,0.01,0.24,0.62,0.12,0.09,0.05,0.02,0.05,0,1,0,0,0,0,0,0,0,1
2916,299,3.73,8305,1,0.29,0.56999999999999,0.11,0.0,0.0,0.67,0.09,0.05,0.0,0.6799999999999999,0.40999999999999,0.25,0.31,0.32,0.04,0.3,0.73,1,1,0,0,0,0,1,1,0,0
5878,258,3.53,1818,0,0.2,0.74,0.04,0.3899999999999999,0.01,0.4499999999999999,0.05,0.0,0.0,0.27,0.5,0.59,0.09,0.2299999999999999,0.0,0.26,0.8,1,1,0,0,0,0,0,0,0,0
1399,596,4.25,2366,1,0.5599999999999999,0.31,0.09,0.88,0.49,0.2,0.12,0.21,0.06,0.16,0.02,0.02,0.91,0.16,0.12,0.4,0.06,0,1,1,0,0,0,1,1,0,0
1557,439,4.25,44061,1,0.59,0.32,0.0699999999999999,0.32,0.0699999999999999,0.48,0.08,0.06,0.02,0.34999999999999,0.09,0.11,0.91,0.12,0.0,0.77,0.4499999999999999,0,1,0,0,0,1,1,1,0,0
5712,424,3.81,1262,1,0.51,0.11,0.36,0.19,0.1399999999999999,0.36,0.16,0.11,0.01,0.31,0.1,0.05,0.98999999999999,0.13,0.0,0.36,0.18,0,1,0,0,0,0,1,0,0,0
3039,343,3.53,2115,0,0.37,0.3399999999999999,0.27,0.02,0.02,0.3,0.01,0.0,0.0,0.65,0.1399999999999999,0.01,0.12,0.1,0.01,0.75,0.70999999999999,0,1,0,1,0,0,0,0,0,0
5995,224,3.41,2160,0,0.32,0.21,0.38,0.05,0.04,0.15,0.0,0.01,0.01,0.34999999999999,0.12,0.1399999999999999,0.09,0.21,0.0,0.84,0.88,1,1,0,0,0,0,0,0,0,0
3438,818,4.29,7666,0,0.0,0.0,0.0,0.02,0.0,0.1399999999999999,0.05,0.32,0.02,0.04,0.1,0.34999999999999,0.12,0.3,0.98,0.0,0.01,0,0,1,0,0,0,0,0,1,0
4744,382,3.83,5011,1,0.43,0.04,0.51,0.09,0.01,0.22,0.15,0.26,0.0,0.66,0.05,0.12,0.76,0.29,0.5599999999999999,0.09,0.3,0,1,0,0,0,0,1,0,0,0
1059,300,3.84,34723,1,0.33,0.59,0.0699999999999999,0.4599999999999999,0.72,0.6999999999999901,0.4599999999999999,0.25,0.1,0.03,0.0699999999999999,0.12,0.05,0.04,0.06,0.0,0.0,1,1,0,0,0,0,0,1,0,0
6007,352,4.1,3787,1,0.69,0.1399999999999999,0.15,0.26,0.05,0.33,0.15,0.0699999999999999,0.0,0.29,0.0,0.08,0.96,0.0699999999999999,0.0,0.2,0.09,0,1,0,0,0,0,1,0,0,0
6754,282,3.53,2889,0,0.15,0.8099999999999999,0.02,0.1,0.01,0.40999999999999,0.05,0.04,0.01,0.2299999999999999,0.1,0.8500000000000001,0.04,0.6,0.08,0.09,0.37,1,1,0,0,0,0,0,0,0,0
467,304,3.53,39118,1,0.32,0.54,0.12,0.19,0.67,0.73,0.32,0.06,0.13,0.1699999999999999,0.18,0.16,0.1,0.05,0.0,0.0,0.0,1,1,0,0,0,0,1,1,0,0
1946,352,3.7,2050,0,0.32,0.6,0.0699999999999999,0.75,0.81999999999999,0.36,0.53,0.24,0.22,0.0,0.02,0.25,0.08,0.01,0.0,0.03,0.0,0,1,0,0,0,0,0,1,0,0
4313,798,3.35,2779,0,0.13,0.03,0.8,0.0,0.0,0.05,0.01,0.01,0.0,0.58,0.01,0.26,0.7799999999999999,0.34999999999999,0.67,0.44,0.2299999999999999,0,1,0,1,0,0,0,0,0,0
1296,439,4.18,7487,1,0.56999999999999,0.36,0.05,0.66,0.4499999999999999,0.75,0.3899999999999999,0.0699999999999999,0.05,0.08,0.1399999999999999,0.11,0.5599999999999999,0.02,0.0,0.26,0.11,0,1,0,0,0,0,0,1,0,0
4132,311,3.88,31571,1,0.52,0.18,0.2799999999999999,0.4599999999999999,0.34999999999999,0.11,0.05,0.06,0.05,0.2,0.01,0.01,0.98,0.12,0.0,0.2799999999999999,0.09,0,1,0,0,0,0,1,1,0,0
92,124,3.5,7384,1,0.1399999999999999,0.56999999999999,0.16,0.02,0.02,0.1,0.0,0.0,0.01,0.3399999999999999,0.01,0.0,0.24,0.06,0.0,0.36,0.96,0,1,0,0,0,0,0,1,0,0
4513,623,3.76,8762,0,0.58,0.25,0.15,0.26,0.02,0.24,0.01,0.01,0.0,0.51,0.09,0.11,0.34999999999999,0.15,0.01,0.89,0.8500000000000001,0,1,1,0,0,1,0,0,0,0
5401,156,3.37,1255,0,0.3899999999999999,0.18,0.40999999999999,0.88,0.67,0.0,0.0,0.0,0.09,0.04,0.01,0.06,0.09,0.1699999999999999,0.03,0.03,0.0,1,1,0,0,0,0,0,0,0,1
1790,446,3.99,14927,0,0.34999999999999,0.6,0.03,0.01,0.0,0.8500000000000001,0.12,0.12,0.0,0.27,0.72,0.56999999999999,0.08,0.38,0.01,0.08,0.7799999999999999,1,1,0,0,0,0,0,0,0,0
4690,396,4.44,3354,1,0.73,0.08,0.1699999999999999,0.13,0.01,0.6999999999999901,0.25,0.2799999999999999,0.0,0.4499999999999999,0.26,0.2799999999999999,0.66,0.36,0.6,0.63,0.3399999999999999,0,1,0,1,0,0,1,0,0,0
502,229,3.77,13163,0,0.33,0.56999999999999,0.08,0.04,0.03,0.46999999999999,0.06,0.06,0.06,0.1399999999999999,0.26,0.70999999999999,0.18,0.13,0.0,0.8099999999999999,0.26,1,1,0,0,0,1,0,1,0,0
1791,359,3.87,44726,0,0.46999999999999,0.13,0.38,0.0,0.0,0.5,0.04,0.0,0.0,0.54,0.5,0.04,0.05,0.13,0.0,0.83,0.86,0,1,0,1,0,0,0,0,0,0
6831,351,3.83,7526,0,0.4599999999999999,0.18,0.3399999999999999,0.01,0.0,0.1399999999999999,0.01,0.0,0.0,0.8,0.09,0.02,0.1,0.1399999999999999,0.01,0.8500000000000001,0.8,0,1,0,1,0,0,0,0,0,0
6488,473,3.9,2104,0,0.51,0.3,0.1699999999999999,0.0,0.05,0.89,0.43,0.33,0.09,0.11,0.48,0.44,0.25,0.12,0.4599999999999999,0.08,0.1,0,1,1,0,0,0,0,0,0,0
3064,320,3.5,2637,0,0.46999999999999,0.21,0.3,0.0,0.0,0.31,0.0,0.0,0.0,0.6799999999999999,0.24,0.0699999999999999,0.05,0.13,0.0,0.73,0.93999999999999,1,1,0,1,0,0,0,0,0,0
3575,70,4.02,5005,0,0.0,0.0,0.0,0.0,0.08,0.83,0.08,0.21,0.18,0.01,0.3399999999999999,0.59,0.0,0.06,0.0,0.05,0.05,1,0,1,0,0,0,0,1,0,0
2263,304,3.59,2169,0,0.54,0.2,0.24,0.02,0.0,0.3,0.06,0.02,0.01,0.33,0.26,0.15,0.2,0.15,0.05,0.72,0.86,0,1,1,0,0,0,0,0,0,0
2660,416,4.1,3137,1,0.2299999999999999,0.72,0.04,0.37,0.6,0.75,0.59,0.36,0.18,0.04,0.2,0.24,0.09,0.0699999999999999,0.0,0.0,0.02,1,1,0,0,0,0,1,1,0,0
531,738,4.33,10886,1,0.76,0.08,0.1399999999999999,0.3399999999999999,0.03,0.7799999999999999,0.16,0.04,0.01,0.70999999999999,0.38,0.03,0.8,0.43,0.01,0.34999999999999,0.88,0,1,0,0,0,0,0,1,0,0
5756,1408,4.08,12918,0,0.64,0.26,0.08,0.12,0.02,0.58,0.19,0.2299999999999999,0.03,0.21,0.3,0.74,0.4,0.76,0.42,0.03,0.18,1,1,1,0,0,0,0,0,0,0
4758,621,4.43,14873,1,0.6999999999999901,0.1,0.18,0.0699999999999999,0.0,0.6,0.0699999999999999,0.0699999999999999,0.0,0.60999999999999,0.13,0.05,0.95,0.22,0.01,0.34999999999999,0.42,0,1,1,0,0,0,0,0,0,0
3711,400,4.32,9022,0,0.51,0.42,0.05,0.01,0.0,0.89,0.16,0.29,0.0,0.2299999999999999,0.73,0.54,0.29,0.34999999999999,0.60999999999999,0.02,0.34999999999999,0,1,1,0,0,0,0,0,0,0
4700,403,4.03,12992,0,0.5599999999999999,0.34999999999999,0.08,0.0,0.0,0.76,0.3,0.3,0.0,0.31,0.44,0.5,0.4,0.49,0.15,0.27,0.44,0,1,1,0,0,0,0,0,0,0
3102,416,3.82,1793,0,0.46999999999999,0.4499999999999999,0.06,0.13,0.34999999999999,0.64,0.7799999999999999,0.5599999999999999,0.09,0.02,0.13,0.1699999999999999,0.05,0.04,0.3399999999999999,0.0,0.01,0,1,1,0,0,0,0,0,0,0
53,375,4.24,9046,1,0.67,0.05,0.26,0.16,0.03,0.4,0.06,0.02,0.01,0.6999999999999901,0.09,0.06,0.62,0.27,0.06,0.89,0.60999999999999,0,1,0,1,0,0,1,0,0,0
4968,326,3.85,13222,0,0.40999999999999,0.4599999999999999,0.11,0.12,0.27,0.83,0.40999999999999,0.2,0.1399999999999999,0.2,0.25,0.18,0.15,0.0699999999999999,0.01,0.15,0.09,1,1,0,0,0,0,0,1,0,0
5301,404,3.8,1452,1,0.60999999999999,0.08,0.29,0.4,0.25,0.25,0.15,0.05,0.02,0.19,0.02,0.01,0.98,0.08,0.0,0.37,0.1,0,1,0,0,0,0,1,1,0,0
814,258,4.21,9503,0,0.56999999999999,0.1399999999999999,0.27,0.58,0.04,0.53,0.16,0.11,0.0,0.5,0.43,0.15,0.8099999999999999,0.16,0.12,0.03,0.62,0,1,1,0,0,0,0,0,0,0
3164,358,4.13,7522,0,0.4499999999999999,0.46999999999999,0.0699999999999999,0.81999999999999,0.64,0.64,0.34999999999999,0.2299999999999999,0.12,0.03,0.02,0.21,0.03,0.04,0.03,0.0,0.0,1,1,0,0,0,0,0,1,0,0
700,304,3.86,3325,1,0.59,0.16,0.2299999999999999,0.4599999999999999,0.58,0.09,0.19,0.13,0.03,0.06,0.0,0.03,0.93,0.01,0.0,0.2299999999999999,0.0,0,1,0,0,0,1,1,0,0,0
11,623,3.96,6087,1,0.58,0.08,0.32,0.08,0.0,0.25,0.0,0.04,0.0,0.54,0.24,0.15,0.6999999999999901,0.51,0.01,0.56999999999999,0.89,0,1,0,0,0,0,0,0,0,0
5626,304,3.3,1674,0,0.48,0.34999999999999,0.15,0.05,0.13,0.13,0.0699999999999999,0.19,0.01,0.05,0.01,0.37,0.92,0.15,0.13,0.1699999999999999,0.0,1,1,1,0,0,0,0,0,0,0
1504,202,4.53,2683,0,0.0,0.0,0.0,0.51,0.12,0.93,0.3899999999999999,0.2299999999999999,0.01,0.01,0.8500000000000001,0.65,0.0,0.13,0.1399999999999999,0.0,0.1,0,0,1,0,0,0,0,0,1,0
6925,432,4.15,30643,0,0.48,0.05,0.4599999999999999,0.0,0.0,0.4,0.08,0.03,0.0,0.6999999999999901,0.16,0.32,0.70999999999999,0.3399999999999999,0.06,0.58,0.52,0,1,0,1,0,0,0,0,0,0
285,240,3.87,35081,1,0.2,0.72,0.06,0.03,0.1,0.7799999999999999,0.46999999999999,0.51,0.05,0.02,0.4,0.83,0.0699999999999999,0.08,0.02,0.05,0.05,1,1,1,0,0,0,0,0,0,0
3418,420,3.5,1678,0,0.6,0.1699999999999999,0.22,0.05,0.02,0.76,0.12,0.06,0.0,0.25,0.58,0.1399999999999999,0.65,0.1699999999999999,0.02,0.29,0.4,0,1,1,0,0,1,1,0,0,0
6441,400,3.95,2065,1,0.59,0.0699999999999999,0.33,0.8,0.44,0.25,0.0699999999999999,0.04,0.03,0.26,0.02,0.02,0.4599999999999999,0.0699999999999999,0.01,0.83,0.13,1,1,0,0,0,0,0,1,0,0
2881,370,3.86,8049,1,0.46999999999999,0.34999999999999,0.1699999999999999,0.0,0.0,0.48,0.01,0.0,0.0,0.81999999999999,0.40999999999999,0.03,0.02,0.34999999999999,0.02,0.4499999999999999,0.96,0,1,0,1,0,0,0,0,0,0
2641,448,3.89,30097,0,0.27,0.62,0.08,0.1,0.0,0.0699999999999999,0.0,0.01,0.0,0.40999999999999,0.08,0.16,0.15,0.2,0.04,0.52,0.95,1,1,1,0,0,0,0,0,0,0
4243,370,3.8,1834,0,0.58,0.16,0.24,0.66,0.8699999999999999,0.2299999999999999,0.26,0.0699999999999999,0.1399999999999999,0.03,0.01,0.04,0.72,0.02,0.0,0.13,0.0,1,1,0,0,0,0,1,0,0,0
3042,293,4.28,15429,0,0.21,0.73,0.04,0.01,0.01,0.91,0.12,0.21,0.0,0.08,0.88,0.5499999999999999,0.0,0.31,0.52,0.0,0.1399999999999999,1,1,0,0,0,0,0,0,0,0
493,860,3.97,17356,1,0.66,0.05,0.2799999999999999,0.08,0.03,0.56999999999999,0.32,0.24,0.01,0.36,0.19,0.16,0.98,0.2,0.01,0.21,0.24,0,1,0,0,0,0,1,0,0,0
6222,404,4.0,31304,1,0.52,0.33,0.12,0.0699999999999999,0.04,0.58,0.11,0.06,0.02,0.37,0.1399999999999999,0.06,0.70999999999999,0.13,0.0,0.59,0.37,0,1,0,0,0,0,1,1,0,0
4443,400,4.49,1666,0,0.53,0.2,0.26,0.01,0.01,0.8699999999999999,0.3899999999999999,0.56999999999999,0.0,0.66,0.6799999999999999,0.22,0.16,0.34999999999999,0.3,0.03,0.48,0,1,1,0,0,0,1,0,0,0
4820,208,4.18,9071,0,0.16,0.8,0.03,0.15,0.3399999999999999,0.7799999999999999,0.7799999999999999,0.65,0.02,0.04,0.09,0.32,0.02,0.1,0.2299999999999999,0.0,0.0,1,1,0,0,0,1,1,0,0,0
2828,400,3.92,1025,0,0.0,0.0,0.0,0.7799999999999999,0.38,0.7799999999999999,0.31,0.21,0.08,0.02,0.19,0.29,0.31,0.02,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0
5820,277,4.2,2197,1,0.4499999999999999,0.38,0.15,0.1699999999999999,0.02,0.32,0.04,0.02,0.0,0.62,0.1,0.0,0.27,0.25,0.0,0.40999999999999,0.86,0,1,0,0,0,0,0,1,0,0
3585,352,3.67,3561,0,0.60999999999999,0.16,0.22,0.04,0.02,0.6799999999999999,0.25,0.12,0.0,0.42,0.42,0.08,0.70999999999999,0.16,0.1,0.2299999999999999,0.5,0,1,1,0,0,0,1,0,0,0
4862,32,4.04,1062,1,0.3399999999999999,0.32,0.32,0.0,0.01,0.56999999999999,0.02,0.01,0.0,0.1399999999999999,0.66,0.1699999999999999,0.75,0.08,0.01,0.1,0.60999999999999,1,1,0,0,0,0,0,0,0,0
5092,388,3.76,14601,1,0.64,0.1,0.24,0.3399999999999999,0.08,0.42,0.05,0.04,0.01,0.33,0.12,0.05,0.95,0.15,0.04,0.6799999999999999,0.27,0,1,1,0,0,1,1,0,0,0
2809,276,4.11,1779,1,0.3899999999999999,0.5599999999999999,0.04,0.6,0.6799999999999999,0.64,0.38,0.06,0.11,0.05,0.02,0.08,0.16,0.02,0.0,0.01,0.0,0,1,1,0,0,1,0,1,0,0
1759,960,3.87,7572,1,0.29,0.2799999999999999,0.3399999999999999,0.06,0.01,0.16,0.12,0.16,0.0,0.08,0.04,0.63,0.48,0.66,0.1699999999999999,0.25,0.49,1,1,0,0,0,0,0,0,0,0
3237,296,3.51,3520,0,0.44,0.24,0.3,0.0,0.0,0.36,0.03,0.0,0.0,0.67,0.40999999999999,0.03,0.1,0.18,0.0,0.70999999999999,0.88,0,1,0,1,0,0,0,0,0,0
1601,386,3.89,4980,1,0.56999999999999,0.2799999999999999,0.12,0.0,0.0,0.52,0.1,0.12,0.0,0.3899999999999999,0.3,0.16,0.70999999999999,0.44,0.02,0.27,0.8,0,1,0,0,0,0,0,0,0,0
5502,392,3.99,5381,1,0.63,0.1,0.26,0.03,0.0,0.27,0.01,0.0,0.0,0.77,0.21,0.01,0.15,0.22,0.0,0.75,0.93,0,1,0,1,0,0,0,0,0,0
6696,368,3.91,8137,0,0.51,0.0699999999999999,0.22,0.33,0.11,0.22,0.0699999999999999,0.09,0.06,0.27,0.11,0.3,0.5599999999999999,0.13,0.01,0.75,0.83,1,1,0,0,0,0,0,0,0,0
4248,1104,4.13,1464,1,0.74,0.05,0.2,0.04,0.02,0.52,0.31,0.2,0.0,0.52,0.18,0.18,0.97,0.25,0.0,0.36,0.36,0,1,0,0,0,0,0,0,0,0
231,393,3.74,21814,1,0.21,0.6999999999999901,0.0699999999999999,0.08,0.08,0.89,0.21,0.04,0.02,0.18,0.84,0.27,0.02,0.11,0.0,0.02,0.3,1,1,0,0,0,0,1,1,0,0
5335,408,3.69,3259,0,0.3399999999999999,0.53,0.11,0.1,0.12,0.8699999999999999,0.3,0.13,0.04,0.04,0.81999999999999,0.26,0.06,0.04,0.0,0.03,0.05,1,1,0,0,0,0,0,1,0,0
6136,384,3.9,2204,0,0.12,0.86,0.01,0.06,0.02,0.92,0.24,0.12,0.02,0.22,0.79,0.52,0.1,0.2799999999999999,0.04,0.0699999999999999,0.48,1,1,0,0,0,1,1,0,0,0
6305,320,3.92,17695,1,0.48,0.18,0.32,0.02,0.0,0.06,0.0,0.0,0.0,0.66,0.03,0.03,0.18,0.08,0.0,0.8500000000000001,0.79,0,1,0,1,0,0,0,0,0,0
5559,244,3.49,4163,0,0.2,0.64,0.1399999999999999,0.77,0.93999999999999,0.11,0.18,0.02,0.16,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0
