,index_0,pages,stars,reviews,series,mix,character,plot,funny,lighthearted,emotional,hopeful,inspiring,relaxing,tense,sad,reflective,adventurous,challenging,informative,mysterious,dark,author_count,author_stars,Fiction,Nonfiction,Literary,Fantasy,Crime,Social,Children,Romans,Realism,Crime_mix,Fantasy_adventurous,Fantasy_author_stars,Fantasy_inspiring,Fantasy_mix,Fiction_adventurous,Fiction_author_stars,Fiction_challenging,Fiction_character,Fiction_dark,Fiction_emotional,Fiction_hopeful,Fiction_inspiring,Fiction_mix,Fiction_mysterious,Fiction_plot,Fiction_reflective,Fiction_sad,Fiction_tense,Literary_author_stars,Literary_emotional,Literary_inspiring,Literary_mix,Literary_mysterious,Literary_sad,Nonfiction_author_stars,Nonfiction_challenging,Nonfiction_hopeful,Romans_author_stars,Social_author_stars,series_adventurous,series_author_stars,series_emotional,series_mix
2415,2415,524,4.46,21331,1,0.6799999999999999,0.0699999999999999,0.2299999999999999,0.15,0.0,0.66,0.3,0.2299999999999999,0.0,0.75,0.26,0.1,0.89,0.31,0.0,0.11,0.76,6,4.35,1,0,0,1,0,0,0,0,0,0.0,0.89,4.35,0.2299999999999999,0.6799999999999999,0.89,4.35,0.31,0.0699999999999999,0.76,0.66,0.3,0.2299999999999999,0.6799999999999999,0.11,0.2299999999999999,0.1,0.26,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,4.35,0.66,0.6799999999999999
2416,2416,386,3.73,1482,0,0.54,0.18,0.25,0.01,0.0,0.44,0.1,0.02,0.0,0.52,0.26,0.2,0.34999999999999,0.1,0.0,0.89,0.8699999999999999,1,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.34999999999999,0.0,0.1,0.18,0.8699999999999999,0.44,0.1,0.02,0.54,0.89,0.25,0.2,0.26,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2417,2417,326,4.32,3779,0,0.67,0.18,0.1399999999999999,0.0,0.0,0.86,0.21,0.19,0.0,0.37,0.73,0.44,0.0699999999999999,0.5599999999999999,0.2299999999999999,0.02,0.49,2,3.9,1,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0699999999999999,3.9,0.5599999999999999,0.18,0.49,0.86,0.21,0.19,0.67,0.02,0.1399999999999999,0.44,0.73,0.37,3.9,0.86,0.19,0.67,0.02,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2418,2418,336,3.75,1526,0,0.51,0.19,0.29,0.05,0.05,0.67,0.12,0.03,0.01,0.36,0.5,0.2299999999999999,0.05,0.13,0.0,0.6999999999999901,0.6,1,0.0,1,0,0,0,1,0,0,0,0,0.51,0.0,0.0,0.0,0.0,0.05,0.0,0.13,0.19,0.6,0.67,0.12,0.03,0.51,0.6999999999999901,0.29,0.2299999999999999,0.5,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419,2419,407,3.61,1827,0,0.53,0.1399999999999999,0.32,0.01,0.06,0.27,0.09,0.05,0.02,0.29,0.08,0.0699999999999999,0.6,0.05,0.1399999999999999,0.89,0.3,1,0.0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.05,0.1399999999999999,0.3,0.27,0.09,0.05,0.53,0.89,0.32,0.0699999999999999,0.08,0.29,0.0,0.27,0.05,0.53,0.89,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2420,2420,313,3.82,1429,0,0.4599999999999999,0.5,0.01,0.2,0.0,0.6999999999999901,0.06,0.02,0.0,0.16,0.3899999999999999,0.6999999999999901,0.1,0.43,0.08,0.46999999999999,0.54,7,3.956666666666667,1,0,1,0,1,0,0,0,0,0.4599999999999999,0.0,0.0,0.0,0.0,0.1,3.956666666666667,0.43,0.5,0.54,0.6999999999999901,0.06,0.02,0.4599999999999999,0.46999999999999,0.01,0.6999999999999901,0.3899999999999999,0.16,3.956666666666667,0.6999999999999901,0.02,0.4599999999999999,0.46999999999999,0.3899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,2421,152,3.59,1437,1,0.58,0.18,0.22,0.5,0.0,0.04,0.0,0.0,0.0,0.38,0.03,0.01,0.46999999999999,0.12,0.0,0.16,0.96,1,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.46999999999999,0.0,0.12,0.18,0.96,0.04,0.0,0.0,0.58,0.16,0.22,0.01,0.03,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.46999999999999,0.0,0.04,0.58
2422,2422,336,3.83,2443,1,0.5,0.18,0.3,0.84,0.12,0.04,0.01,0.0,0.0,0.1,0.05,0.05,0.62,0.02,0.0,0.34999999999999,0.84,2,3.83,1,0,0,1,0,0,0,0,0,0.0,0.62,3.83,0.0,0.5,0.62,3.83,0.02,0.18,0.84,0.04,0.01,0.0,0.5,0.34999999999999,0.3,0.05,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,3.83,0.04,0.5
2423,2423,432,4.03,1048,0,0.0,0.0,0.0,0.1699999999999999,0.0699999999999999,0.11,0.02,0.19,0.04,0.06,0.13,0.3,0.74,0.3899999999999999,0.53,0.25,0.3899999999999999,1,0.0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.0,0.25,0.13,0.0,0.3899999999999999,0.02,0.0,0.0,0.0,0.0,0.0,0.0
2424,2424,229,3.84,1678,0,0.0,0.0,0.0,0.96,0.72,0.01,0.0,0.04,0.15,0.0,0.0,0.2299999999999999,0.03,0.02,0.25,0.0,0.0,1,0.0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,2425,141,3.78,22200,0,0.31,0.26,0.4,0.01,0.0,0.11,0.0,0.0,0.01,0.37,0.05,0.0699999999999999,0.12,0.05,0.01,0.86,0.88,1,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.05,0.26,0.88,0.11,0.0,0.0,0.31,0.86,0.4,0.0699999999999999,0.05,0.37,0.0,0.11,0.0,0.31,0.86,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2426,2426,384,4.21,78701,0,0.53,0.1,0.34999999999999,0.93999999999999,0.6,0.08,0.24,0.08,0.08,0.05,0.0,0.12,0.70999999999999,0.03,0.01,0.16,0.11,2,4.21,1,0,0,1,0,0,0,0,0,0.0,0.70999999999999,4.21,0.08,0.53,0.70999999999999,4.21,0.03,0.1,0.11,0.08,0.24,0.08,0.53,0.16,0.34999999999999,0.12,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2427,2427,472,4.15,1922,0,0.0,0.0,0.0,0.18,0.0,0.88,0.51,0.7799999999999999,0.0,0.2799999999999999,0.58,0.36,0.05,0.40999999999999,0.2,0.0,0.56999999999999,1,0.0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40999999999999,0.51,0.0,0.0,0.0,0.0,0.0,0.0
2428,2428,464,4.29,37861,1,0.67,0.11,0.2,0.66,0.04,0.36,0.01,0.01,0.0,0.4599999999999999,0.15,0.02,0.81999999999999,0.22,0.0,0.76,0.84,5,4.362500000000001,1,0,0,1,0,1,0,0,0,0.0,0.81999999999999,4.362500000000001,0.01,0.67,0.81999999999999,4.362500000000001,0.22,0.11,0.84,0.36,0.01,0.01,0.67,0.76,0.2,0.02,0.15,0.4599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.362500000000001,0.81999999999999,4.362500000000001,0.36,0.67
2429,2429,305,3.69,49724,0,0.4599999999999999,0.40999999999999,0.11,0.27,0.0,0.18,0.0,0.0,0.0,0.52,0.1,0.13,0.09,0.27,0.0,0.75,0.95,3,3.825,1,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.09,3.825,0.27,0.40999999999999,0.95,0.18,0.0,0.0,0.4599999999999999,0.75,0.11,0.13,0.1,0.52,3.825,0.18,0.0,0.4599999999999999,0.75,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,2430,504,4.29,24533,0,0.1399999999999999,0.83,0.01,0.16,0.1,0.79,0.62,0.4599999999999999,0.1,0.02,0.33,0.75,0.0699999999999999,0.1,0.08,0.0,0.06,1,0.0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0699999999999999,0.0,0.1,0.83,0.06,0.79,0.62,0.4599999999999999,0.1399999999999999,0.0,0.01,0.75,0.33,0.02,0.0,0.79,0.4599999999999999,0.1399999999999999,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2431,2431,398,4.48,118882,1,0.31,0.64,0.03,0.60999999999999,0.60999999999999,0.67,0.79,0.56999999999999,0.19,0.01,0.05,0.26,0.54,0.04,0.01,0.1,0.01,10,4.207777777777778,1,0,0,1,0,1,0,0,0,0.0,0.54,4.207777777777778,0.56999999999999,0.31,0.54,4.207777777777778,0.04,0.64,0.01,0.67,0.79,0.56999999999999,0.31,0.1,0.03,0.26,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.207777777777778,0.54,4.207777777777778,0.67,0.31
2432,2432,704,4.27,1388,1,0.58,0.3,0.11,0.04,0.06,0.4599999999999999,0.37,0.38,0.09,0.16,0.15,0.5599999999999999,0.95,0.2,0.01,0.4599999999999999,0.38,13,4.045000000000001,1,0,1,1,0,0,1,0,0,0.0,0.95,4.045000000000001,0.38,0.58,0.95,4.045000000000001,0.2,0.3,0.38,0.4599999999999999,0.37,0.38,0.58,0.4599999999999999,0.11,0.5599999999999999,0.15,0.16,4.045000000000001,0.4599999999999999,0.38,0.58,0.4599999999999999,0.15,0.0,0.0,0.0,0.0,0.0,0.95,4.045000000000001,0.4599999999999999,0.58
2433,2433,240,3.93,63065,1,0.56999999999999,0.18,0.2299999999999999,0.5,0.29,0.2299999999999999,0.36,0.2299999999999999,0.04,0.1399999999999999,0.06,0.13,0.8,0.0699999999999999,0.01,0.3899999999999999,0.08,1,0.0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0699999999999999,0.18,0.08,0.2299999999999999,0.36,0.2299999999999999,0.56999999999999,0.3899999999999999,0.2299999999999999,0.13,0.06,0.1399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2299999999999999,0.56999999999999
2434,2434,91,4.26,101073,0,0.26,0.63,0.08,0.1699999999999999,0.4499999999999999,0.5599999999999999,0.4499999999999999,0.58,0.2,0.0,0.25,0.69,0.46999999999999,0.05,0.03,0.0699999999999999,0.01,3,4.26,1,0,1,1,0,0,1,0,0,0.0,0.46999999999999,4.26,0.58,0.26,0.46999999999999,4.26,0.05,0.63,0.01,0.5599999999999999,0.4499999999999999,0.58,0.26,0.0699999999999999,0.08,0.69,0.25,0.0,4.26,0.5599999999999999,0.58,0.26,0.0699999999999999,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2435,2435,358,4.24,19876,1,0.44,0.49,0.05,0.72,0.6,0.8099999999999999,0.60999999999999,0.29,0.09,0.04,0.06,0.2,0.06,0.04,0.03,0.0,0.0,2,3.99,1,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.06,3.99,0.04,0.49,0.0,0.8099999999999999,0.60999999999999,0.29,0.44,0.0,0.05,0.2,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,3.99,0.06,3.99,0.8099999999999999,0.44
2436,2436,368,3.58,2408,0,0.31,0.62,0.06,0.01,0.0,0.79,0.0699999999999999,0.02,0.0,0.56999999999999,0.31,0.38,0.1699999999999999,0.1399999999999999,0.02,0.2,0.4499999999999999,1,0.0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1699999999999999,0.0,0.1399999999999999,0.62,0.4499999999999999,0.79,0.0699999999999999,0.02,0.31,0.2,0.06,0.38,0.31,0.56999999999999,0.0,0.79,0.02,0.31,0.2,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,2437,547,4.02,2808,0,0.64,0.13,0.21,0.0,0.01,0.6799999999999999,0.11,0.03,0.02,0.2,0.46999999999999,0.5,0.12,0.13,0.03,0.93,0.33,4,3.856666666666667,1,0,1,0,1,0,0,0,1,0.64,0.0,0.0,0.0,0.0,0.12,3.856666666666667,0.13,0.13,0.33,0.6799999999999999,0.11,0.03,0.64,0.93,0.21,0.5,0.46999999999999,0.2,3.856666666666667,0.6799999999999999,0.03,0.64,0.93,0.46999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2438,2438,362,3.97,2243,0,0.34999999999999,0.6,0.04,0.01,0.0,0.84,0.31,0.19,0.0,0.1399999999999999,0.48,0.6999999999999901,0.2299999999999999,0.29,0.1399999999999999,0.26,0.27,1,0.0,1,0,1,1,0,0,0,0,0,0.0,0.2299999999999999,0.0,0.19,0.34999999999999,0.2299999999999999,0.0,0.29,0.6,0.27,0.84,0.31,0.19,0.34999999999999,0.26,0.04,0.6999999999999901,0.48,0.1399999999999999,0.0,0.84,0.19,0.34999999999999,0.26,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2439,2439,482,3.7,1261,1,0.51,0.11,0.36,0.58,0.26,0.2,0.05,0.01,0.01,0.4,0.02,0.01,0.86,0.05,0.0,0.5,0.1699999999999999,1,0.0,1,0,0,1,1,0,0,0,0,0.51,0.86,0.0,0.01,0.51,0.86,0.0,0.05,0.11,0.1699999999999999,0.2,0.05,0.01,0.51,0.5,0.36,0.01,0.02,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.2,0.51
2440,2440,323,4.14,173159,0,0.44,0.22,0.31,0.0,0.0,0.4,0.0,0.0,0.0,0.77,0.22,0.04,0.0699999999999999,0.16,0.0,0.84,0.92,20,3.91,1,0,0,0,1,0,0,1,1,0.44,0.0,0.0,0.0,0.0,0.0699999999999999,3.91,0.16,0.22,0.92,0.4,0.0,0.0,0.44,0.84,0.31,0.04,0.22,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0
2441,2441,528,3.91,47404,1,0.6,0.21,0.16,0.4,0.1,0.43,0.1,0.03,0.02,0.3899999999999999,0.08,0.04,0.89,0.12,0.0,0.42,0.42,3,3.685000000000001,1,0,0,1,0,0,1,1,0,0.0,0.89,3.685000000000001,0.03,0.6,0.89,3.685000000000001,0.12,0.21,0.42,0.43,0.1,0.03,0.6,0.42,0.16,0.04,0.08,0.3899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.685000000000001,0.0,0.89,3.685000000000001,0.43,0.6
2442,2442,288,3.94,11358,0,0.51,0.4,0.06,0.3399999999999999,0.1399999999999999,0.8500000000000001,0.3899999999999999,0.2,0.02,0.04,0.58,0.59,0.46999999999999,0.09,0.0,0.3,0.05,1,0.0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.46999999999999,0.0,0.09,0.4,0.05,0.8500000000000001,0.3899999999999999,0.2,0.51,0.3,0.06,0.59,0.58,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2443,2443,354,4.18,165710,1,0.42,0.06,0.51,0.40999999999999,0.5,0.13,0.26,0.22,0.15,0.11,0.03,0.04,0.98999999999999,0.08,0.0,0.1699999999999999,0.05,13,4.235,1,0,1,1,0,0,1,0,0,0.0,0.98999999999999,4.235,0.22,0.42,0.98999999999999,4.235,0.08,0.06,0.05,0.13,0.26,0.22,0.42,0.1699999999999999,0.51,0.04,0.03,0.11,4.235,0.13,0.22,0.42,0.1699999999999999,0.03,0.0,0.0,0.0,0.0,0.0,0.98999999999999,4.235,0.13,0.42
2444,2444,197,3.02,4245,0,0.2,0.63,0.15,0.58,0.02,0.0699999999999999,0.0,0.0,0.0,0.18,0.08,0.05,0.03,0.2,0.04,0.11,0.79,6,3.744,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.03,3.744,0.2,0.63,0.79,0.0699999999999999,0.0,0.0,0.2,0.11,0.15,0.05,0.08,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,2445,384,3.62,2837,0,0.49,0.3899999999999999,0.1,0.0,0.0,0.59,0.0,0.02,0.0,0.40999999999999,0.5499999999999999,0.29,0.06,0.4,0.12,0.46999999999999,0.92,1,0.0,1,0,1,0,1,1,0,0,0,0.49,0.0,0.0,0.0,0.0,0.06,0.0,0.4,0.3899999999999999,0.92,0.59,0.0,0.02,0.49,0.46999999999999,0.1,0.29,0.5499999999999999,0.40999999999999,0.0,0.59,0.02,0.49,0.46999999999999,0.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2446,2446,510,4.48,20305,1,0.66,0.19,0.13,0.49,0.11,0.40999999999999,0.24,0.29,0.01,0.3899999999999999,0.0699999999999999,0.06,0.98,0.1399999999999999,0.01,0.3899999999999999,0.0699999999999999,33,4.335312500000001,1,0,0,1,0,0,1,0,0,0.0,0.98,4.335312500000001,0.29,0.66,0.98,4.335312500000001,0.1399999999999999,0.19,0.0699999999999999,0.40999999999999,0.24,0.29,0.66,0.3899999999999999,0.13,0.06,0.0699999999999999,0.3899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,4.335312500000001,0.40999999999999,0.66
2447,2447,326,3.86,28480,1,0.5,0.06,0.42,0.1699999999999999,0.03,0.2299999999999999,0.01,0.03,0.0,0.48,0.1,0.03,0.70999999999999,0.13,0.1,0.8999999999999999,0.79,10,3.961111111111111,1,0,1,0,1,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.70999999999999,3.961111111111111,0.13,0.06,0.79,0.2299999999999999,0.01,0.03,0.5,0.8999999999999999,0.42,0.03,0.1,0.48,3.961111111111111,0.2299999999999999,0.03,0.5,0.8999999999999999,0.1,0.0,0.0,0.0,0.0,0.0,0.70999999999999,3.961111111111111,0.2299999999999999,0.5
2448,2448,343,4.3,108288,0,0.5,0.43,0.05,0.01,0.0,0.91,0.2299999999999999,0.2299999999999999,0.0,0.37,0.8099999999999999,0.51,0.1699999999999999,0.36,0.18,0.01,0.58,5,4.265,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1699999999999999,4.265,0.36,0.43,0.58,0.91,0.2299999999999999,0.2299999999999999,0.5,0.01,0.05,0.51,0.8099999999999999,0.37,4.265,0.91,0.2299999999999999,0.5,0.01,0.8099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,2449,316,3.95,23011,1,0.3399999999999999,0.5599999999999999,0.08,0.06,0.12,0.93,0.3399999999999999,0.38,0.02,0.09,0.8999999999999999,0.29,0.12,0.11,0.0,0.0,0.05,1,0.0,1,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.5599999999999999,0.05,0.93,0.3399999999999999,0.38,0.3399999999999999,0.0,0.08,0.29,0.8999999999999999,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.93,0.3399999999999999
2450,2450,278,3.62,9594,0,0.46999999999999,0.36,0.15,0.33,0.49,0.65,0.56999999999999,0.29,0.15,0.0,0.22,0.3399999999999999,0.08,0.01,0.01,0.26,0.01,1,0.0,1,0,1,1,0,0,0,0,1,0.0,0.08,0.0,0.29,0.46999999999999,0.08,0.0,0.01,0.36,0.01,0.65,0.56999999999999,0.29,0.46999999999999,0.26,0.15,0.3399999999999999,0.22,0.0,0.0,0.65,0.29,0.46999999999999,0.26,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,2451,352,3.83,3375,0,0.64,0.1,0.24,0.0,0.0,0.40999999999999,0.02,0.01,0.0,0.74,0.26,0.1699999999999999,0.16,0.2799999999999999,0.04,0.8500000000000001,0.93999999999999,1,0.0,1,0,0,0,1,0,0,0,0,0.64,0.0,0.0,0.0,0.0,0.16,0.0,0.2799999999999999,0.1,0.93999999999999,0.40999999999999,0.02,0.01,0.64,0.8500000000000001,0.24,0.1699999999999999,0.26,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2452,2452,318,4.22,31935,1,0.52,0.38,0.08,0.62,0.8500000000000001,0.46999999999999,0.65,0.25,0.2799999999999999,0.0,0.02,0.1,0.25,0.01,0.0,0.12,0.0,1,0.0,1,0,0,1,0,0,0,1,1,0.0,0.25,0.0,0.25,0.52,0.25,0.0,0.01,0.38,0.0,0.46999999999999,0.65,0.25,0.52,0.12,0.08,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.46999999999999,0.52
2453,2453,264,3.58,2690,0,0.42,0.49,0.0699999999999999,0.01,0.0,0.44,0.01,0.0,0.0,0.33,0.37,0.3899999999999999,0.1399999999999999,0.52,0.0,0.7799999999999999,0.8,2,3.58,1,0,1,1,0,1,0,0,0,0.0,0.1399999999999999,3.58,0.0,0.42,0.1399999999999999,3.58,0.52,0.49,0.8,0.44,0.01,0.0,0.42,0.7799999999999999,0.0699999999999999,0.3899999999999999,0.37,0.33,3.58,0.44,0.0,0.42,0.7799999999999999,0.37,0.0,0.0,0.0,0.0,3.58,0.0,0.0,0.0,0.0
2454,2454,155,3.69,1756,0,0.0,0.0,0.0,0.02,0.05,0.76,0.4,0.56999999999999,0.0699999999999999,0.03,0.18,0.69,0.02,0.12,0.02,0.01,0.2299999999999999,4,3.693333333333333,0,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.693333333333333,0.76,0.56999999999999,0.0,0.01,0.18,3.693333333333333,0.12,0.4,0.0,3.693333333333333,0.0,0.0,0.0,0.0
2455,2455,374,3.79,2516,1,0.56999999999999,0.16,0.25,0.05,0.0699999999999999,0.4599999999999999,0.15,0.1,0.01,0.38,0.0699999999999999,0.02,0.98,0.11,0.0,0.1399999999999999,0.18,1,0.0,1,0,0,1,0,0,1,0,0,0.0,0.98,0.0,0.1,0.56999999999999,0.98,0.0,0.11,0.16,0.18,0.4599999999999999,0.15,0.1,0.56999999999999,0.1399999999999999,0.25,0.02,0.0699999999999999,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.4599999999999999,0.56999999999999
2456,2456,360,3.54,2131,1,0.06,0.8500000000000001,0.08,0.69,0.8999999999999999,0.13,0.03,0.0,0.13,0.01,0.0,0.0,0.03,0.01,0.0,0.0,0.0,1,0.0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.8500000000000001,0.0,0.13,0.03,0.0,0.06,0.0,0.08,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.13,0.06
2457,2457,440,4.36,44446,0,0.4599999999999999,0.46999999999999,0.05,0.0,0.0,0.89,0.3399999999999999,0.3,0.0,0.4599999999999999,0.62,0.3,0.7799999999999999,0.36,0.05,0.03,0.5,10,4.185555555555556,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7799999999999999,4.185555555555556,0.36,0.46999999999999,0.5,0.89,0.3399999999999999,0.3,0.4599999999999999,0.03,0.05,0.3,0.62,0.4599999999999999,4.185555555555556,0.89,0.3,0.4599999999999999,0.03,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2458,2458,310,3.51,18478,1,0.2299999999999999,0.6799999999999999,0.06,0.0699999999999999,0.11,0.65,0.1399999999999999,0.06,0.02,0.32,0.09,0.26,0.12,0.16,0.03,0.06,0.5,3,3.745,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.12,3.745,0.16,0.6799999999999999,0.5,0.65,0.1399999999999999,0.06,0.2299999999999999,0.06,0.06,0.26,0.09,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.745,0.0,0.12,3.745,0.65,0.2299999999999999
2459,2459,288,3.76,1636,0,0.33,0.58,0.05,0.06,0.0,0.66,0.04,0.01,0.0,0.24,0.31,0.51,0.13,0.51,0.1,0.31,0.6,1,0.0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.51,0.58,0.6,0.66,0.04,0.01,0.33,0.31,0.05,0.51,0.31,0.24,0.0,0.66,0.01,0.33,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,2460,408,3.43,13309,0,0.52,0.2299999999999999,0.2299999999999999,0.08,0.0,0.1399999999999999,0.0,0.0,0.0,0.6,0.05,0.22,0.06,0.24,0.0699999999999999,0.84,0.63,2,3.43,1,0,1,0,1,0,0,0,0,0.52,0.0,0.0,0.0,0.0,0.06,3.43,0.24,0.2299999999999999,0.63,0.1399999999999999,0.0,0.0,0.52,0.84,0.2299999999999999,0.22,0.05,0.6,3.43,0.1399999999999999,0.0,0.52,0.84,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,2461,352,3.46,2099,0,0.3,0.53,0.15,0.04,0.2,0.8,0.34999999999999,0.16,0.05,0.03,0.4499999999999999,0.5599999999999999,0.02,0.06,0.01,0.01,0.03,2,3.6800000000000006,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.02,3.6800000000000006,0.06,0.53,0.03,0.8,0.34999999999999,0.16,0.3,0.01,0.15,0.5599999999999999,0.4499999999999999,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6800000000000006,0.0,0.0,0.0,0.0,0.0
2462,2462,183,3.7,7353,0,0.32,0.22,0.42,0.0,0.0,0.2299999999999999,0.0,0.0,0.0,0.69,0.21,0.16,0.03,0.31,0.0,0.77,0.86,5,3.6175000000000006,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,3.6175000000000006,0.31,0.22,0.86,0.2299999999999999,0.0,0.0,0.32,0.77,0.42,0.16,0.21,0.69,3.6175000000000006,0.2299999999999999,0.0,0.32,0.77,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
